Y,MOE,Participant,EAR,MAR,Circularity,EAR_mean,MAR_mean,Circularity_mean,MOE_mean,EAR_std,MAR_std,Circularity_std,MOE_std,EAR_N,MAR_N,Circularity_N,MOE_N
0,2.5341448,1,0.312688029,0.792396743,0.432896445,0.321947943,0.7490151356666667,0.45861621333333336,2.330880636333333,0.009264069291957566,0.054062311642416275,0.027106305491330026,0.23172668366614152,-0.9995514614769627,0.8024371510465879,-0.9488481689826681,0.877172022016757
0,2.379946981,1,0.321939638,0.766199268,0.48692349,0.321947943,0.7490151356666667,0.45861621333333336,2.330880636333333,0.009264069291957566,0.054062311642416275,0.027106305491330026,0.23172668366614152,-0.0008964742963712055,0.3178578904837475,1.0443059706429105,0.2117423159490711
0,2.078550128,1,0.331216162,0.688449396,0.456028705,0.321947943,0.7490151356666667,0.45861621333333336,2.330880636333333,0.009264069291957566,0.054062311642416275,0.027106305491330026,0.23172668366614152,1.000447935773322,-1.1202950415303354,-0.09545780166024447,-1.0889143379658281
0,2.509766754,1,0.309246418,0.776136379,0.452654997,0.321947943,0.7490151356666667,0.45861621333333336,2.330880636333333,0.009264069291957566,0.054062311642416275,0.027106305491330026,0.23172668366614152,-1.3710524608258912,0.5016663644115156,-0.21991991255466564,0.7719703006857673
0,3.586821011,1,0.204690721,0.734188979,0.361123353,0.321947943,0.7490151356666667,0.45861621333333336,2.330880636333333,0.009264069291957566,0.054062311642416275,0.027106305491330026,0.23172668366614152,-12.657204766569995,-0.27424200364814444,-3.5966856628438926,5.41992123995592
0,2.343454143,1,0.322248986,0.75517572,0.469809689,0.321947943,0.7490151356666667,0.45861621333333336,2.330880636333333,0.009264069291957566,0.054062311642416275,0.027106305491330026,0.23172668366614152,0.03249576298628788,0.11395340203136728,0.4129473000386151,0.054260072546423684
0,2.161183561,1,0.348219842,0.752566998,0.45633094,0.321947943,0.7490151356666667,0.45861621333333336,2.330880636333333,0.009264069291957566,0.054062311642416275,0.027106305491330026,0.23172668366614152,2.835891892864776,0.06569941657002053,-0.08430781295755277,-0.7323156429314066
0,2.62220604,1,0.284539605,0.74612147,0.386477058,0.321947943,0.7490151356666667,0.45861621333333336,2.330880636333333,0.009264069291957566,0.054062311642416275,0.027106305491330026,0.23172668366614152,-4.0380028280310265,-0.05352463812140056,-2.6613422237275066,1.2571940315962564
0,2.461622942,1,0.296542139,0.729974933,0.411542377,0.321947943,0.7490151356666667,0.45861621333333336,2.330880636333333,0.009264069291957566,0.054062311642416275,0.027106305491330026,0.23172668366614152,-2.742402199220986,-0.3521899469006063,-1.736637858980448,0.5642091087577673
0,2.217610314,1,0.351581536,0.779670839,0.495261989,0.321947943,0.7490151356666667,0.45861621333333336,2.330880636333333,0.009264069291957566,0.054062311642416275,0.027106305491330026,0.23172668366614152,3.198766337566778,0.5670438869891284,1.3519280847176993,-0.48881000902134647
0,2.163315618,1,0.333525086,0.721520028,0.453353377,0.321947943,0.7490151356666667,0.45861621333333336,2.330880636333333,0.009264069291957566,0.054062311642416275,0.027106305491330026,0.23172668366614152,1.2496822546492068,-0.5085817981392879,-0.19415542760029308,-0.7231149027910454
0,2.181358133,1,0.332820118,0.725999871,0.517329198,0.321947943,0.7490151356666667,0.45861621333333336,2.330880636333333,0.009264069291957566,0.054062311642416275,0.027106305491330026,0.23172668366614152,1.1735852417941721,-0.4257173614568371,2.1660268193113232,-0.6452537142798661
0,2.151775419,1,0.337904735,0.727095104,0.447811107,0.321947943,0.7490151356666667,0.45861621333333336,2.330880636333333,0.009264069291957566,0.054062311642416275,0.027106305491330026,0.23172668366614152,1.7224387574316395,-0.4054586457873294,-0.3986196620114605,-0.7729158096931896
0,2.33345192,1,0.340539581,0.79463274,0.476608989,0.321947943,0.7490151356666667,0.45861621333333336,2.330880636333333,0.009264069291957566,0.054062311642416275,0.027106305491330026,0.23172668366614152,2.0068543762016073,0.8437967772273831,0.6637856152112516,0.011096191539042862
0,2.568477427,1,0.284080143,0.729653435,0.429299821,0.321947943,0.7490151356666667,0.45861621333333336,2.330880636333333,0.009264069291957566,0.054062311642416275,0.027106305491330026,0.23172668366614152,-4.087598959657421,-0.35813675143472445,-1.0815340490687748,1.0253320286971461
0,2.810203011,1,0.243687224,0.68481057,0.42215496,0.321947943,0.7490151356666667,0.45861621333333336,2.330880636333333,0.009264069291957566,0.054062311642416275,0.027106305491330026,0.23172668366614152,-8.447769175036356,-1.187603040198025,-1.3451207264300733,2.0684815709754294
